source_id,title,text,prediction,timestamp
FinanceHub,NEW YORK/WASHINGTON (Reuters) - The new U.S. tax code targets high-tax states and may be unconstitut...,"NEW YORK/WASHINGTON (Reuters) - The new U.S. tax code targets high-tax states and may be unconstitutional, New York Governor Andrew Cuomo said on Thursday, saying that the bill may violate New York residents’ rights to due process and equal protection.  The sweeping Republican tax bill signed into law by U.S. President Donald Trump on Friday introduces a cap, of $10,000,  on deductions of state and local income and property taxes, known as SALT. The tax overhaul was the party’s first major legislative victory since Trump took office in January.  The SALT provision will hit many taxpayers in states with high incomes, high property values and high taxes, like New York, New Jersey and California. Those states are generally Democratic leaning.  “I’m not even sure what they did is legally constitutional and that’s something we’re looking at now,” Cuomo said in an interview with CNN. In an interview with CNBC, Cuomo suggested why the bill may be unconstitutional.  “Politics does not trump the law,” Cuomo said on CNBC. “You have the constitution, you have the law, you have due process, you have equal protection. You can’t use politics just because the majority controls to override the law.” The Fifth Amendment of the Constitution, better known for its protection against self-incrimination, also protects individuals from seizure of life, liberty or property without due process and has been interpreted by the Supreme Court as guaranteeing equal protection by the law.  Cuomo and California Governor Jerry Brown, both Democrats, have previously said they were exploring legal challenges to SALT deduction limits.  Law professors have said legal challenges would likely rest on arguing that the provision interferes with the protection of states’ rights under the U.S. Constitution’s 10th Amendment. Tax attorneys said Cuomo’s legal argument against the tax bill could be that it discriminates and places an unjust tax burden on states that heavily voted for Democrats in the past - known as “blue states.” “The de facto effect of this legislation is to discriminate against blue states and particularly from (Cuomo’s) perspective the state of New York,” said Joseph Callahan, an attorney with the law firm Mackay, Caswell & Callahan in New York.  But some tax experts noted the U.S. Supreme Court has interpreted the 16th Amendment to give Congress broad latitude to tax as it sees fit. In a frequently cited 1934 decision, the Supreme Court called tax deductions a “legislative grace” rather than a vested right. “I don’t understand how they think they have a valid lawsuit here,” David Gamage, a professor of tax law at Indiana University’s Maurer School of Law, told Reuters last week, speaking generally about governors in blue states that could challenge the tax bill.  Cuomo also said on Thursday that New York is proposing a restructuring of its tax code. He provided no details.  A group of 13 law professors on Dec. 18 published a paper suggesting ways that high-tax states could minimize the effects of the SALT deduction cap.  Their suggestions included shifting more of the tax burden onto businesses in the form of higher employer-side payroll taxes, since the federal tax bill’s cap on SALT deductions only applies to individuals and not businesses. States also could raise taxes on pass-through entities, which the federal tax bill specifically benefits with a lower rate on a portion of their income. On Friday, Cuomo said he would allow state residents to make a partial or full pre-payment on their property tax bill before Jan. 1, allowing taxpapyers to deduct such payments for 2017 before the cap kicks in, prompting a wave of residents to pay early.  However, the U.S. Internal Revenue Service on Wednesday advised homeowners that the pre-payment of 2018 property taxes may not be deductible. ",0,2025-11-24T20:43:31.625789
FinanceHub,"(Reuters) - Democrat Doug Jones won Alabama’s election for the U.S. Senate on Tuesday, scoring an up...","(Reuters) - Democrat Doug Jones won Alabama’s election for the U.S. Senate on Tuesday, scoring an upset victory in a deeply conservative state against a Republican candidate who was backed by President Donald Trump, U.S. media said. Jones, 63, a former federal prosecutor, prevailed over Roy Moore, whose campaign was dogged by allegations of sexual misconduct toward teenagers. While Republicans maintain control of both houses of Congress, Jones’ victory will reduce their majority in the U.S. Senate to 51-49, possibly making it harder for Trump to advance his policy agenda. ",0,2025-11-26T02:43:31.625789
TechNews Daily,Pope Francis used his annual Christmas Day message to rebuke Donald Trump without even mentioning hi...,"Pope Francis used his annual Christmas Day message to rebuke Donald Trump without even mentioning his name. The Pope delivered his message just days after members of the United Nations condemned Trump s move to recognize Jerusalem as the capital of Israel. The Pontiff prayed on Monday for the  peaceful coexistence of two states within mutually agreed and internationally recognized borders. We see Jesus in the children of the Middle East who continue to suffer because of growing tensions between Israelis and Palestinians,  Francis said.  On this festive day, let us ask the Lord for peace for Jerusalem and for all the Holy Land. Let us pray that the will to resume dialogue may prevail between the parties and that a negotiated solution can finally be reached. The Pope went on to plead for acceptance of refugees who have been forced from their homes, and that is an issue Trump continues to fight against. Francis used Jesus for which there was  no place in the inn  as an analogy. Today, as the winds of war are blowing in our world and an outdated model of development continues to produce human, societal and environmental decline, Christmas invites us to focus on the sign of the Child and to recognize him in the faces of little children, especially those for whom, like Jesus,  there is no place in the inn,  he said. Jesus knows well the pain of not being welcomed and how hard it is not to have a place to lay one s head,  he added.  May our hearts not be closed as they were in the homes of Bethlehem. The Pope said that Mary and Joseph were immigrants who struggled to find a safe place to stay in Bethlehem. They had to leave their people, their home, and their land,  Francis said.  This was no comfortable or easy journey for a young couple about to have a child.   At heart, they were full of hope and expectation because of the child about to be born; yet their steps were weighed down by the uncertainties and dangers that attend those who have to leave their home behind. So many other footsteps are hidden in the footsteps of Joseph and Mary,  Francis said Sunday. We see the tracks of entire families forced to set out in our own day. We see the tracks of millions of persons who do not choose to go away, but driven from their land, leave behind their dear ones. Amen to that.Photo by Christopher Furlong/Getty Images.",1,2025-11-21T06:43:31.625789
TechNews Daily,"Republicans in Texas, including Gov. Greg Abbott, ripped into the new $44 billion White House disast...","Republicans in Texas, including Gov. Greg Abbott, ripped into the new $44 billion White House disaster relief aid request as  inadequate.  It s been two months since the state was devastated by Hurricane Harvey and Donald Trump has failed on his promise to rebuild Texas. Abbott s criticism is strikingly different than the day after Trump visited Texas in the aftermath of the hurricane. His commitment was firm, strong and unequivocal,  Abbott said at the time.  That he was going to do everything he could to ensure that Texas will be restored as swiftly, as effectively as possible. But now, two months later, Republicans are calling the response  wholly inadequate,  according to the Dallas News.The White House disaster relief aid request falls well short of the demands made by officials from Texas, Florida and Puerto Rico.Greg Abbott said that the request  does not live up  to what Trump pledged in recovery aid. Abbott noted during a news conference that he s still reviewing the White House request but that it appears to be  completely inadequate.  What s more, Abbott said, it  does not live up  to what Trump has pledged in recovery aid, then he said that Washington worked faster for victims of Superstorm Sandy than for Harvey. Superstorm Sandy hit in 2012 during the Obama administration, by the way. The president has told me privately what he said publicly, and that is he wants to be the builder president. The president has said he wants this to be the best recovery from a disaster ever,  Abbott said.It s not just Abbott. Texas Sen. John Cornyn, the No. 2 Republican, blasted the request as  wholly inadequate.  A chorus of Texas lawmakers slammed it as insufficient.Houston Rep. John Culberson, a Republican and appropriations committee member, ripped Trump s recovery efforts, calling the request a  complete lack of understanding of the fundamental needs of Texans  and said it is a  nightmare  for Harvey survivors.Democrats, too, including Senate Minority Leader Chuck Schumer and Florida Sen. Bill Nelson, are criticizing the measure as measly.If only someone has warned Abbott and his Republican colleagues to not trust Trump, then maybe they wouldn t be so shocked. Maybe we would have a different leader who has the ability to deal with critical issues. Wait, they were warned, weren t they?Photo by Alex Wong/Getty Images.",1,2025-11-20T18:43:31.625789
HealthFirst,"At least 27 people, including children, were murdered at a mostly-white church in Texas this morning...","At least 27 people, including children, were murdered at a mostly-white church in Texas this morning, and we re already hearing  thoughts, prayers, and may God be with them,  from all the people who get millions in support from the NRA. Trump himself tweeted,  May God be w/ the people of Sutherland Springs, Texas.  He added that law enforcement was on the scene and he was  monitoring the situation from Japan. However, it s extremely unlikely we ll hear calls from him about reviewing our incredibly lax gun laws anytime soon like he ranted about needing tighter immigration controls following the terrorist attack in New York City. And here s a possible reason why: The NRA spent tens of millions getting Trump elected.In 2016, the NRA s total support for Trump was over $30 million. The next highest spending amount was for Senator Richard Burr of North Carolina with a paltry $6.3 million.Source: Opensecrets.orgTrump is very easily bought, and he also rewards those who show him their undying loyalty. That s evidenced by every one of his cabinet picks. His promises to  drain the swamp  disappeared as soon as he was able to start rewarding his most loyal subjects.By contrast, those who haven t shown sufficient loyalty are attacked, dragged through the mud, and sometimes even fired. Trump can t fire the NRA, but even if he could, he wouldn t because they re essentially giving each other mutual blow jobs here. In fact, one of the first bills Trump signed into law was one that made it easier for people who are mentally incapable of caring for themselves get guns. He also returned their favor by appearing at their annual conference   something no president had done since Ronald Reagan. He s even said,  You came through for me, and I am going to come through for you. So can we really expect Trump to call for a review of our impossibly lax gun laws? No. Because then the NRA spend their millions on someone else.Featured image via Scott Olson/Getty Images",1,2025-11-20T04:43:31.625789
TechNews Daily,The religious right movement is not the same movement anymore.And Frank Schaeffer would know. After ...,"The religious right movement is not the same movement anymore.And Frank Schaeffer would know. After all, he helped his father create it.The movement originally began as an anti-abortion organization specifically designed to bring angry Christians to the voting booth. But has since become something even more insidious.In recent years, conservative  Christians  have become one giant hate group that supports Nazism and rape while working to strip women, minorities and gay people of their constitutional rights.During an appearance on AM Joy on Saturday, Schaeffer roundly condemned the Christian Right and the Republican Party in a smack down of Biblical proportion taking particular aim at Roy Moore and Donald Trump, whom conservatives are supporting despite several sexual abuse and assault allegations against them and Trump s own refusal to condemn Nazis. Back in the day when my dad and me were going around the country establishing the religious right based on our anti-abortion stand, one I ve moved a long way from since, the whole idea was bringing America back to some moral stand,  Schaeffer began. Think about the Republican Party now,  Schaeffer continued.  Throw some words out that are associated with them: mass shootings, Milo, Trump, Moore, Bannon, rape, child molesting, neo-Nazis, white supremacy. What the hell is going on with the Republican Party? I m not shocked by Donald Trump, he s an ass. I m not shocked by Roy Moore. he s a loud mouth, a gun-toting fool. What I m shocked by is the complicity. We are in a political climate that s built on one lie after another. I just want to say for the record, by the way, I believe a woman who stands up, which is very difficult to do and comes forward with a story like that. She was a Trump voter. She s a Republican. I believe her. I just want to say that as a father and grandfather and someone that respects women that I believe her. Here s the video via YouTube.Conservative  Christians  and Republicans should pay attention to what Schaeffer says. Clearly, the movement he helped create has turned into a monster that is far removed from the teachings of Jesus and the Bible. That is evidenced by the fact that conservatives are perverting the Bible to defend Moore s predatory behavior.It s time for the American people to wake up and put an end to the Christian Right. They have never represented the values of the American people and they work every day to undermine our nation in an effort to turn it into their perverted and hateful version of a Christian utopia. Their insanity must be stopped.Featured Image: Screenshot",1,2025-11-23T08:43:31.625789
HealthFirst,"Donald Trump is afraid of strong, powerful women. He is a horrific misogynist, and has shown himself...","Donald Trump is afraid of strong, powerful women. He is a horrific misogynist, and has shown himself to be so over and over again. That is nothing new. He has mocked the weight of a beauty queen, made repeated suggestions about women s menstrual cycles, and had repeatedly called women who accuse men   including himself   of sexual harassment and sexual assault of being liars and threatened to sue him. Now, he has gone even lower with an attack on Democratic Senator Kirsten Gillibrand (NY).In an early morning tweet, Trump actually suggested that Senator Gillibrand would have sex with him for campaign money. No, I m not kidding. Here is the tweet:Lightweight Senator Kirsten Gillibrand, a total flunky for Chuck Schumer and someone who would come to my office  begging  for campaign contributions not so long ago (and would do anything for them), is now in the ring fighting against Trump. Very disloyal to Bill & Crooked-USED!  Donald J. Trump (@realDonaldTrump) December 12, 2017For one thing, I don t think Kirsten Gillibrand has to beg the likes of Donald Trump for anything, and she certainly would not stoop anywhere near doing what Trump is suggesting for campaign money. Think about this, folks: the sitting  president  is actually saying that a sitting Senator offered him sex in exchange for campaign money. That is truly beyond the pale. We already knew that Donald Trump was a sexist asshole, but this is a new low, even for him.General Kelly, General McMaster, and whomever else is running that White House   DO SOMETHING about this fool s Twitter habit. It is way out of control, and he does great damage to the nation with ever 140 280 character outburst. This is outrageous. Forget the fact that the orange overlord is currently squatting in the Oval Office   no adult, period, should be acting like this.In this watershed  Me Too  moment in America, it is time to call out the Sexist-in-Chief for what he is   a complete misogynist who has no respect for women and never has. Ivanka, Melania, Sarah Huckabee Sanders, Hope Hicks, and all the other women in Trump s orbit need to step up and say that there s been more than enough. Curtail this man s sexist behavior, or turn in your woman card. Every last one of you.Featured image via Alex Wong/Getty Images",1,2025-11-21T02:43:31.625789
FinanceHub,It didn t take long for conservative  Christians  to jump to the defense of Roy Moore.Not long after...,"It didn t take long for conservative  Christians  to jump to the defense of Roy Moore.Not long after the Washington Post published a story containing detailed accusations from several women who claim that Moore sexually assaulted and abused them as teens, conservatives disgustingly continued to back him despite having the opposite reaction to allegations against several high profile Hollywood actors and producers.And that s not to mention the reaction conservatives had when right-wing websites pushed a conspiracy claiming that Hillary Clinton ran a sex trafficking operation inside a pizza restaurant, a conspiracy that was immediately and thoroughly debunked.Conservatives STILL believe that conspiracy, but refuse to believe the very real victims who have come forward about Moore.Rather than call for Moore to step aside, conservative  Christians  are more rabid than ever, and that includes Jerry Falwell Jr., who along with the rest of his anti-gay friends still supports Moore just like they continued to support Donald Trump despite Trump saying on tape that he likes to grab women by their genitals without their consent. It comes down to a question who is more credible in the eyes of the voters   the candidate or the accuser,  Falwell said.  The same thing happened to President Trump a few weeks before his election last year except it was several women making allegations. He denied that any of them were true and the American people believed him and elected him the 45th president of the United States. And I believe the judge is telling the truth. So Falwell Jr. is making Moore s guilt contingent on whether voters elect him or not. In other words, he s telling Republican voters that electing him is the equivalent of a jury verdict of  not guilty. But that s not how the justice system works. And it s not how we should be judging political candidates.It should be pointed out that the race in Alabama has turned into a dead heat according to a poll taken after the bombshell story dropped, so clearly voters must not think Moore is very credible.These are credible allegations that should be taken seriously. Seriously enough that Moore should be forced to withdraw his candidacy. The fact that conservatives are using the Bible to defend sexual abuse and assault proves that they are nothing more than fake Christians. They would support a pedophile rather than vote for a Democrat. That s how far conservative  Christians  have fallen. They are literally supporting a man who claimed that homosexuality causes pedophilia, the same man who is being accused of predatory sexual behavior involving a 14-year-old girl. Only Moore is a straight white  Christian  so conservatives think his pedophilia is acceptable.Hillary Clinton was right. These people are deplorable.Featured Image: Scott Olson/Getty Images",1,2025-11-20T02:43:31.625789
TechNews Daily,"Donald Trump has a white supremacy problem, and now it is causing Great Britain, America s closest a...","Donald Trump has a white supremacy problem, and now it is causing Great Britain, America s closest ally, to rebuke him in an historically public way. After Trump retweeted the leader of Britain First, a fascist white nationalist group, Prime Minister Theresa May decided she had had enough. She publicly criticized Trump, and made it clear that she in no way approved of his identifying with Britain First. May said of Trump s tweets: The fact that we work together does not mean that we re afraid to say when we think the United States has got it wrong, and be very clear with them. And I m very clear that retweeting from Britain First was the wrong thing to do. May went on to call Britain First a  hateful organization  that has caused division in her nation. Now, it seems that a so-called  working visit  that had been planned soon for Trump in Britain will now be cancelled.Trump, of course, instead of trying to patch things up in the  special relationship  that has always existed between the United States and Great Britain, decided to attack the Prime Minister of our closest and most important ally   again, of course, via Twitter:.@Theresa_May, don t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom. We are doing just fine!  Donald J. Trump (@realDonaldTrump) November 30, 2017Donald Trump is an absolute disgrace. He is shredding America s international relationships, and painting us as a country full of bigoted, knuckle-dragging morons in front of the entire world. No matter who cancelled the visit to the UK for Trump, they were right to do so. The UK s citizens are right to be outraged that this buffoon was set to come to their great nation. Now, if only we Americans could get rid of him in the same way. We can hope.Featured image via Thomas Lohnes/Getty Images",1,2025-11-24T17:43:31.625789
HealthFirst,It s been a well-known fact for quite some time that Donald Trump doesn t handle criticism particula...,"It s been a well-known fact for quite some time that Donald Trump doesn t handle criticism particularly well, but what has become glaringly obvious during his ten-month tenure as the President of the United States is that if his skin were any thinner, he would need to be carried around in a bucket. Remember, this is the same man who filed a $5 billion libel lawsuit against author Timothy O Brien for causing  actual malice  by claiming that Trump was only a multi-millionaire, not a billionaire.Since he s been in office, President Trump has had a fixation on size, from exaggerating the size of the crowd present at his inauguration and other public appearances, to that of the size of his Manhattan penthouse in Trump Tower and even the height of the building itself for that matter.Trump is not a small man, standing around 6 1 , although I ll say 6 2  to save myself from any legal ramifications, but he does have a clear-cut Napoleonic complex.People have been giving Trump a hard time about the size of his hands since the 1980s when Spy magazine dubbed him a short-fingered vulgarian.  The references to the size of then-candidate Trump s hands gathered steam again during his presidential campaign, something that has stuck in his craw to this day with the President still feeling the need to justify his hand size.  My hands are too big!  he said as he attempted to put on a pair of latex gloves while serving meals in early September to those affected by Hurricane Harvey in Houston.If one man could be that affected by a claim that he has small hands, then how would he feel if his entire body were small? We don t exactly know yet, but people are photoshopping Trump to appear small in photos to hilarious effect to get under his skin and the results are just brilliant.There are several approaches photo manipulators are taking, the most obvious being to make him out to be the child that he is:Others are just opting to make Trump seem tiny in general, but particularly when he s in the company of other world leaders:If there s one way to drive a sexist crazy, it is to make them seem minuscule in the presence of a woman, particularly family members. In Trump s case, there s the added advantage of making that woman his arch nemesis, Hilary Clinton:This is a trend that is certainly going to go viral so if you think you ve got some photoshop skills, it s time to get to work and feel free to post your masterpieces in the comments.Featured image via screenshot",1,2025-11-20T01:43:31.625789
HealthFirst,WASHINGTON (Reuters) - The leaders of the U.S. intelligence community on Thursday pressed Congress t...,"WASHINGTON (Reuters) - The leaders of the U.S. intelligence community on Thursday pressed Congress to renew the National Security Agency’s expiring surveillance law, warning in a rare public statement that national security may be endangered if lawmakers let it lapse. The message from the intelligence chiefs sought to apply pressure on lawmakers who appeared to abandon an effort this week to pass legislation that would have reauthorized for several years the NSA’s warrantless internet spying program, which is due to expire on Dec. 31. That plan cratered late on Wednesday amid objections from a sizable coalition of Republicans and Democrats who want to have more privacy safeguards in the program, which chiefly targets foreigners but also collects communications from an unknown number of Americans. Instead, House Republicans unveiled a stopgap funding measure on Thursday that includes an extension of the surveillance law until Jan. 19. The law, known as Section 702 of the Foreign Intelligence Surveillance Act, is considered by U.S. intelligence agencies to be vital to national security. “There is no substitute for Section 702,” Director of National Intelligence Dan Coats, Attorney General Jeff Sessions, and the directors the NSA, FBI and CIA wrote in the joint statement, adding that failure to renew the authority would make it easier for foreign adversaries to “plan attacks against our citizens and allies without detection.” Section 702 allows the NSA to collect vast amounts of digital communications from foreign suspects living outside the United States. But the program incidentally gathers communications of Americans for a variety of technical reasons, including if they communicate with a foreign target living overseas. Those communications can then be subject to searches without a warrant, including by the Federal Bureau of Investigation. Some lawmakers in both parties want to eliminate or partially restrict the U.S. government’s ability to review data of Americans collected under Section 702 without first obtaining a warrant. The intelligence chiefs also criticized the current plan to temporarily extend the program, saying short-term extensions “fail to provide certainty and will create needless and wasteful operational complications.” U.S. officials recently acknowledged the end-year deadline may not matter much because of a belief the program can lawfully continue through April due to the way it is annually certified.  In their statement, however, the intelligence chiefs warned that the surveillance program would need to begin “winding down” well in advance of the April date. ",0,2025-11-21T16:43:31.625789
TechNews Daily,"Arizona Republican Senator Jeff Flake has never been a fan of Donald Trump or his incendiary, divisi...","Arizona Republican Senator Jeff Flake has never been a fan of Donald Trump or his incendiary, divisive brand of politics. Now, he is a leading GOP voice against electing Roy Moore (R-AL) to the United States Senate. Moore is an accused child molester, and has a lifetime history of making all kinds of bigoted and incendiary comments. He has said that homosexuality should be illegal, and that Muslims should not be allowed to serve in Congress. Moore was also removed twice from the Alabama Supreme Court for refusing to comply with higher court rulings. Well, Flake has finally had enough of his party enabling characters like Moore. He had already said that if he lived in Alabama, he d be voting for Democrat Doug Jones. Now, Flake  has taken his support of Jones even further, in the wake of the Republican National Committee s decision to support an accused child molester rather than a Democrat.Taking to Twitter, Senator Flake posted an image of a check   made out to Doug Jones  Senate campaign. Here is the tweet, captioned  Country over Party :Country over Party pic.twitter.com/JZMTaEYdxQ  Jeff Flake (@JeffFlake) December 5, 2017Now, I don t agree with Jeff Flake on anything politically, but I can say that he is trying to act with morality and decency here. One could argue that Flake s plans to retire from the Senate mean that he can do this without consequence, but at this point, that matters not. We do not need a pedophile in the United States Senate, and the GOP apparatus should be ashamed of themselves for trying to get Roy Moore elected. But, hey   better a pedophile than a Democrat, right?Featured image Drew Angerer/Getty Images",1,2025-11-25T01:43:31.625789
HealthFirst,"The Civil War was about slavery. In fact, slavery was the one issue that threatened to rip the union...","The Civil War was about slavery. In fact, slavery was the one issue that threatened to rip the union apart before the Constitution was even ratified. At the convention in Philadelphia, the  Three-Fifths  compromise was made due to the southern states wanting more representation in the House of Representatives due to wanting their slaves to count as part of the Constitution. So, the states that would go on to become the Confederate States of America actually forced the Founders to protect slavery in the original Constitution.These  compromises  would be done repeatedly, through different types of fugitive slave laws, and other compromises like the creation of the 36-30 line   known today as the Mason-Dixon line. Slavery was allowed below that line, and was not allowed above it. That compromise was later threatened with the Kansas-Nebraska Act, which would allow the incoming state of Kansas to vote on whether or not to allow slavery, rather than having the state automatically enter as either a slave state or a free state. This resulted in  Border Ruffians  violently crossing the line into Kansas to make sure that Kansas allowed slavery. This conflict would come to be so bloody that it was known as  Bleeding Kansas. Now, all of this led to one thing: There were states who wanted the United States to allow slavery, and those who knew it to be a brutal, immoral institution that needed to end. Hence, no matter what the white supremacist revisionist history and propaganda says, the Civil War was about slavery. However, Donald Trump s Chief of Staff, John Kelly, seems to need that little history lesson.In a Tuesday appearance with right-wing hack Laura Ingraham, Kelly had a few words regarding famed Confederate General Robert E. Lee, with regards to the recent controversies over statues honoring the Confederacy. He said of the pro-slavery general: I would tell you that Robert E. Lee was an honorable man. He was a man that gave up his country to fight for his state, which 150 years ago was more important than country. It was always loyalty to state first back in those days.  Now it s different today. But the lack of an ability to compromise led to the Civil War, and men and women of good faith on both sides made their stand where their conscience had them make their stand. I can only come to the conclusion that this means that the so-called  adult in the room  in Trump s chaotic, incompetent, scandal-ridden White House is either too ignorant of history to know what kind of man he just used the word  honorable  to describe, or he is just A-OK with slavery, and equates white supremacy and owning human beings with the likes of those who would liberate those human beings who were so brutally held in bondage against their will for so many years that we, their descendants, still suffer injustices as a result, even today.Next time someone says the Trump Administration isn t full of white supremacists, show them this.Watch Kelly s dangerous remarks below:Enough about John Kelly being the  adult in the room.  He s out here praising Robert E. Lee and falsifying history. pic.twitter.com/22BXNOqSMt  Jamil Smith (@JamilSmith) October 31, 2017Featured image via Drew Angerer/Getty Images",1,2025-11-26T06:43:31.625789
FinanceHub,WASHINGTON (Reuters) - U.S. Vice President Mike Pence will delay an upcoming Middle East trip by a f...,"WASHINGTON (Reuters) - U.S. Vice President Mike Pence will delay an upcoming Middle East trip by a few days in case a tie-breaking vote is needed from him for tax cut legislation in Congress, a senior White House official said on Thursday. Pence will now leave some time on Tuesday on a trip that will begin with a visit to Cairo for talks with Egyptian President Abdel Fattah al-Sisi, the official said. He had initially planned to leave late on Saturday. As vice president, Pence can cast a tie-breaking vote in the U.S. Senate, and with a close vote expected along party lines on the tax legislation, it was decided to keep him in the country just in case. Republican Senator John McCain, who is fighting brain cancer, was in hospital on Wednesday. “We don’t expect his vote to be needed but we don’t want the scenario where he’s on the other side of the world and we have to come back,” the official said. Pence is set to hold talks with Israeli Prime Minister Benjamin Netanyahu on Thursday in Jerusalem. Pence’s press secretary, Alyssa Farah, said that during the trip, Pence would reaffirm the U.S. commitment to U.S. allies in the Middle East and to working together with them in the fight against Islamist militants. “He looks forward to having constructive conversations with both Prime Minister Netanyahu and President Sisi to reaffirm President Trump’s commitment to our partners in the region and to its future,” she said in a statement. Palestinian President Mahmoud Abbas has refused to meet with Pence in protest of President Donald Trump’s decision to recognize Jerusalem as the capital of Israel.         ",0,2025-11-23T23:43:31.625789
TechNews Daily,"Trump advisor Roger Stone says a bunch of wacky stuff on Twitter, but he managed to go too far even ...","Trump advisor Roger Stone says a bunch of wacky stuff on Twitter, but he managed to go too far even for a platform that seems to ban more people for condemning hate speech than anything else.After it was announced that at least one person had been indicted by a grand jury in the Russia probe, Stone went nuts on journalists who reported the information   especially CNN s Don Lemon. There r no credible  fact checks  that clear the Clinton s on Uranium,  Stone wrote in his typical uneducated manner to Lemon.  Even the people at CNN say i are a buffoon behind you back. You come across on tv as a dull witted arrogant partyboi,  the dull-witted Trump ally added.  You lie constantly and no one who knows you thinks you r bright. Don Lemon must be confronted, humiliated, mocked, and punished,  Stone said.  Dumber than dog shit. Stop lying about the Clinton s and Uranium you ignorant lying covksucker !!!!  Stone continued.  You fake news you dumb piece of shit. Stone also told Charles Blow,  U have no cried you fast talking arrogant fake news piece of shit ! It s unclear why Stone has never bothered to learn to spell at above a second-grade level or why he thinks there should be spaces before exclamation marks, but he ll have plenty of time to think about that and possibly learn to spell because he s gone from Twitter.Whoa. Roger Stone lost his shit to such a degree, Twitter suspended his account.So, why hasn't Trump been suspended? pic.twitter.com/849LYIGztl  Stonekettle (@Stonekettle) October 28, 2017Maybe Stone is just worried that he might be indicted, maybe he s just furious that the chickens are coming home to roost but at least we don t have to deal with his bullsh*t anymore.Featured image via Getty Images/screengrab",1,2025-11-23T02:43:31.625789
TechNews Daily,WASHINGTON (Reuters) - White House budget director Mick Mulvaney said on Thursday he believed votes ...,"WASHINGTON (Reuters) - White House budget director Mick Mulvaney said on Thursday he believed votes on tax overhaul legislation could occur in the Senate and House of Representatives as early as Tuesday and  Wednesday, respectively. “We’re very cautiously optimistic with some great news coming out of the Hill in the last 12, 24 hours,” Mulvaney said in an interview with CNBC. While the compromise bill has not been finalized, he said, “If they stay on that schedule we could have a vote in the Senate as early as Tuesday of next week and in the House as early as Wednesday.” ",0,2025-11-20T12:43:31.625789
HealthFirst,"We are 308 days into 2017, and so far there have been 378 mass shootings   most done by angry white ...","We are 308 days into 2017, and so far there have been 378 mass shootings   most done by angry white men with too many guns and with domestic violence issues. It s difficult to spin that fact in any way that doesn t spit in the face of our nation s gun lust, but conservatives try. One even says it s a good thing.Donald Trump called it a mental health issue, one that has no proposed solutions, just days after he called for a complete policy change after an ISIS connected terrorist plowed into people in New York.Even Trump s tone-deaf reaction seemed compassionate compared to a conservative blogger and Lutheran pastor who says that God was answering the victims  prayers by taking them to heaven.Hans Fiene wrote his column in The Federalist in response to liberals who say that thoughts and prayers are not enough to quell the mass shooting epidemic. God wanted them dead, he said, and that s what prayer is all about.When we pray these words, we are certainly praying that God would deliver us from evil temporally that is, in this earthly life. Through these words, we are asking God to send his holy angels to guard us from those who would seek to destroy us with knives and bombs and bullets. It may seem, on the surface, that God was refusing to give such protection to his Texan children. But we are also praying that God would deliver us from evil eternally. Through these same words, we are asking God to deliver us out of this evil world and into his heavenly glory, where no violence, persecution, cruelty, or hatred will ever afflict us again. Just like those who put Christ to death, and just like those who have brought violence to believers in every generation, this man only succeeded in being the means through which God delivered his children from this evil world into an eternity of righteousness and peace. Perhaps instead of eternal damnation, the shooter who murdered 26 parishioners should receive sainthood.Featured image via Facebook.",1,2025-11-20T17:43:31.625789
HealthFirst,"Michael Flynn, Trump s embattled former national security adviser, has reportedly caved in and will ...","Michael Flynn, Trump s embattled former national security adviser, has reportedly caved in and will testify to Robert Mueller and his team about Trump s collusion with Russia. According to an ABC News special report, Flynn has pleaded guilty to charges that include making false statements to the FBI. Most importantly, he admitted in his plea that officials on Trump s transition team directed his contacts with Russian officials.Furthermore, according to CNN s David Wright on Twitter, there s more to it than that. He s reporting that Brian Ross, who reported for ABC News, said that Flynn also says he s prepared to testify that Trump himself  ordered him, directed him, to make contact with the Russians, which contradicts all that Donald Trump has said at this point. .@BrianRoss reports Michael Flynn  is prepared to testify that President Trump as a candidate   Donald Trump   ordered him, directed him, to make contacts with the Russians, which contradicts all that Donald Trump has said at this point.  David Wright (@DavidWright_CNN) December 1, 2017.@BrianRoss:  As well, we re told that Flynn made the decision to cooperate only in the last 24 hours. That he is distraught about this decision, but feels he is doing the right thing for his country     David Wright (@DavidWright_CNN) December 1, 2017.@BrianRoss:   and that he is facing huge legal bills of more than a million dollars, and he said that finally he had to go and do this for that reason. He expects to put his house on the market. He is facing serious financial problems.  David Wright (@DavidWright_CNN) December 1, 2017For his part, Flynn issued a statement saying the following: Actions I acknowledged in court today are wrong, and through my faith in God, I am working to set things right. My guilty plea and agreement to cooperate with the Special Counsel s Office reflect a decision I made in the best interests of my family and of our country. I accept full responsibility for my actions. The White House has said that this is merely more of what got Flynn fired in the first place, and that this will have zero effect on Trump. Har de har har   don t make us laugh too hard. It hurts. Merry Christmas to Donald Trump and his entire treasonous family and administration! We hope you like orange jumpsuits!Featured image via Chip Somodevilla/Getty Images",1,2025-11-20T21:43:31.625789
